EPR sent,EPR recv,Cast Vote,Votes Sent,Votes recv,Recorded votes
1589386692.6483479,1589386692.751458,0.0,1589386692.758362,1589386692.855569,1.1
1589386692.99293,1589386693.084088,0.0,1589386693.091122,1589386693.095722,0.0
1589386693.305055,1589386693.405963,0.0,1589386693.41242,1589386693.512198,0.1
1589386888.1493728,1589386888.250762,0.1,1589386888.261649,1589386888.353502,0.1
1589386888.492445,1589386888.595396,1.1,1589386888.610804,1589386888.69613,1.1
1589386888.883074,1589386888.981382,1.1,1589386888.996486,1589386889.087206,1.0
1589386889.3788779,1589386889.481877,0.0,1589386889.5008168,1589386889.58291,0.0
1589386890.028755,1589386890.1289139,1.0,1589386890.136977,1589386890.237298,1.0
1589386890.413461,1589386890.512125,0.1,1589386890.523911,1589386890.625691,0.1
1589386890.752772,1589386890.848566,0.0,1589386890.854303,1589386890.85553,0.0
1589386891.074869,1589386891.1745112,1.1,1589386891.1902761,1589386891.279618,1.1
1589386891.652821,1589386891.753524,0.1,1589386891.7652678,1589386891.8618839,0.1
1589386891.9883788,1589386892.092088,0.1,1589386892.103704,1589386892.196862,0.1
1589386892.341713,1589386892.438354,1.1,1589386892.454278,1589386892.546907,1.1
1589386892.712779,1589386892.807901,0.1,1589386892.819555,1589386892.819674,0.1
1589386893.2843142,1589386893.385368,0.1,1589386893.397687,1589386893.494756,0.1
1589386893.661571,1589386893.662931,0.0,1589386893.666312,1589386893.767637,0.0
1589386893.97984,1589386894.081275,1.1,1589386894.097353,1589386894.186172,0.1
1589386894.34891,1589386894.445641,1.1,1589386894.461596,1589386894.557277,1.1
1589386894.95946,1589386895.058902,0.0,1589386895.0661771,1589386895.166732,0.0
1589386895.375273,1589386895.456165,0.1,1589386895.463885,1589386895.4820778,0.0
1589386895.713502,1589386895.8129358,1.1,1589386895.8274791,1589386895.924191,1.1
1589386896.083627,1589386896.181741,0.0,1589386896.187988,1589386896.290431,1.1
1589386896.695934,1589386896.794301,1.0,1589386896.805542,1589386896.899575,1.0
1589386897.068005,1589386897.160537,0.0,1589386897.167382,1589386897.1722162,0.0
1589386897.3886871,1589386897.489343,0.0,1589386897.497477,1589386897.5960581,0.0
1589386897.764927,1589386897.862968,1.0,1589386897.875597,1589386897.969558,1.0
1589386898.323201,1589386898.422674,1.1,1589386898.438368,1589386898.5314612,1.1
1589386898.670897,1589386898.768588,1.0,1589386898.7805781,1589386898.8796968,1.0
1589386899.018889,1589386899.114332,1.1,1589386899.128974,1589386899.223426,1.1
1589386899.3608131,1589386899.457809,1.1,1589386899.472954,1589386899.564227,1.0
1589386899.9392269,1589386900.03884,1.0,1589386900.0500212,1589386900.1453152,1.0
1589386900.329076,1589386900.333875,1.1,1589386900.347466,1589386900.436696,1.1
1589386900.59649,1589386900.6899562,1.1,1589386900.705159,1589386900.804559,1.1
1589386900.952992,1589386901.053684,0.1,1589386901.064121,1589386901.158643,0.1
1589386901.5165691,1589386901.617613,1.1,1589386901.632328,1589386901.722181,1.1
1589386902.092233,1589386902.192637,1.1,1589386902.207425,1589386902.297169,1.1
1589386902.437067,1589386902.540221,1.1,1589386902.554796,1589386902.644536,0.0
1589386903.007597,1589386903.109182,1.0,1589386903.120503,1589386903.2137291,1.1
1589386903.3519979,1589386903.454088,0.1,1589386903.4654799,1589386903.562918,0.0
1589386903.700581,1589386903.801981,1.1,1589386903.8170729,1589386903.912918,1.1
1589386904.063468,1589386904.166016,1.0,1589386904.177135,1589386904.271137,1.0
1589386904.6513438,1589386904.746815,1.0,1589386904.758296,1589386904.8560839,1.0
1589386904.987648,1589386905.0897,0.0,1589386905.0963242,1589386905.192957,0.0
1589386905.3398778,1589386905.439317,1.0,1589386905.4505181,1589386905.544692,1.0
1589386905.679206,1589386905.781516,1.1,1589386905.795786,1589386905.886324,1.1
1589386906.236817,1589386906.338402,1.0,1589386906.349757,1589386906.4479501,1.0
1589386906.5842519,1589386906.682703,0.0,1589386906.68963,1589386906.788707,0.0
1589386906.924045,1589386907.026811,0.1,1589386907.038121,1589386907.128047,0.1
1589386907.271914,1589386907.369706,0.1,1589386907.381888,1589386907.479519,1.0
1589386907.828044,1589386907.927805,0.0,1589386907.935246,1589386908.036177,0.0
1589386908.1952739,1589386908.2960289,0.0,1589386908.3022022,1589386908.400146,0.0
1589386908.550974,1589386908.648822,1.1,1589386908.66431,1589386908.756151,1.1
1589386908.898394,1589386908.996377,1.1,1589386909.010228,1589386909.1066282,1.0
1589386909.456338,1589386909.555068,0.1,1589386909.566734,1589386909.664315,1.0
1589386909.80242,1589386909.898224,0.1,1589386909.909361,1589386910.010591,0.1
1589386910.141814,1589386910.244971,0.1,1589386910.256598,1589386910.347594,0.1
1589386910.487493,1589386910.591109,0.1,1589386910.602174,1589386910.6954849,0.1
1589386911.054462,1589386911.154401,1.1,1589386911.1685052,1589386911.259257,0.0
1589386911.410471,1589386911.506363,1.0,1589386911.516599,1589386911.61488,0.1
1589386911.760635,1589386911.850823,1.0,1589386911.861792,1589386911.863155,1.0
1589386912.102763,1589386912.19791,1.0,1589386912.2082508,1589386912.308801,1.0
1589386912.679106,1589386912.7752,0.1,1589386912.786228,1589386912.883025,0.1
1589386913.041286,1589386913.1338382,0.0,1589386913.140796,1589386913.145965,0.0
1589386913.3802948,1589386913.477631,0.1,1589386913.4897559,1589386913.5879738,1.0
1589386913.730288,1589386913.828842,0.1,1589386913.839238,1589386913.934284,1.1
1589386914.2909498,1589386914.39243,0.1,1589386914.405717,1589386914.4966779,0.1
1589386914.6414971,1589386914.743624,0.0,1589386914.750744,1589386914.846307,0.0
1589386914.9977899,1589386915.0921311,0.1,1589386915.102591,1589386915.103601,0.0
1589386915.318673,1589386915.421505,1.0,1589386915.4326131,1589386915.523755,1.1
1589386915.869316,1589386915.969842,0.0,1589386915.976789,1589386916.075478,0.1
1589386916.206557,1589386916.307903,0.0,1589386916.31336,1589386916.410898,0.1
1589386916.54397,1589386916.642208,0.1,1589386916.652389,1589386916.750775,1.0
1589386916.8821561,1589386916.983615,1.0,1589386916.993763,1589386917.091126,1.0
1589386917.4354072,1589386917.53365,0.0,1589386917.540419,1589386917.6398458,0.0
1589386917.7784488,1589386917.8794,0.1,1589386917.8904881,1589386917.984962,0.1
1589386918.131337,1589386918.2291892,1.0,1589386918.240461,1589386918.335528,1.0
1589386918.469138,1589386918.57094,0.0,1589386918.579044,1589386918.677849,0.0
1589386959.8805702,1589386959.978823,1.0,1589386959.990175,1589386960.089699,1.1
1589386960.221356,1589386960.32394,1.1,1589386960.339039,1589386960.429514,1.1
1589386960.568604,1589386960.664991,0.1,1589386960.676646,1589386960.77262,0.1
1589386960.908639,1589386961.011103,1.1,1589386961.0264242,1589386961.1167989,1.1
1589386961.465055,1589386961.565917,1.0,1589386961.576396,1589386961.669261,1.0
1589386961.806686,1589386961.906003,0.1,1589386961.917554,1589386962.011174,0.1
1589386962.149937,1589386962.1501381,0.1,1589386962.157404,1589386962.25223,0.1
1589386962.3785338,1589386962.477539,1.1,1589386962.4938262,1589386962.5854,1.1
1589386962.929745,1589386963.030299,1.1,1589386963.045383,1589386963.138113,1.1
1589386963.275489,1589386963.371794,0.1,1589386963.383102,1589386963.4834921,0.0
1589386963.613729,1589386963.709203,0.1,1589386963.7207758,1589386963.816782,0.1
1589386963.950429,1589386964.052937,0.1,1589386964.064802,1589386964.160308,0.1
1589386964.50449,1589386964.605014,1.1,1589386964.619998,1589386964.709595,0.1
1589386964.851997,1589386964.948878,0.1,1589386964.958081,1589386965.0601118,0.1
1589386965.2256021,1589386965.322094,1.1,1589386965.337926,1589386965.4491892,1.1
1589386965.725107,1589386965.82926,0.0,1589386965.834242,1589386965.9336839,0.0
1589386966.3478699,1589386966.444353,1.0,1589386966.45436,1589386966.553733,1.0
1589386966.684339,1589386966.779551,0.1,1589386966.792395,1589386966.8932412,0.0
1589386967.0254972,1589386967.120267,0.1,1589386967.132384,1589386967.22977,0.1
1589386967.3613389,1589386967.458504,0.1,1589386967.4702752,1589386967.571959,0.1
1589386967.911398,1589386968.007342,1.0,1589386968.0187619,1589386968.11848,1.0
1589386968.274455,1589386968.280674,0.1,1589386968.286914,1589386968.3788228,0.1
1589386968.5151591,1589386968.616509,0.0,1589386968.622964,1589386968.719635,0.0
1589386968.8570151,1589386968.958839,0.1,1589386968.969433,1589386969.065214,0.1
1589386969.418973,1589386969.517906,1.1,1589386969.532491,1589386969.623772,1.1
1589386969.763832,1589386969.864427,0.1,1589386969.875757,1589386969.969877,1.1
1589386970.1039329,1589386970.207278,1.1,1589386970.222741,1589386970.312682,1.1
1589386970.4547882,1589386970.550648,0.0,1589386970.558049,1589386970.661141,0.0
1589386971.000512,1589386971.100746,1.1,1589386971.1158102,1589386971.210547,1.1
1589386971.35842,1589386971.462997,1.0,1589386971.476306,1589386971.564938,1.0
1589386971.704341,1589386971.804665,0.1,1589386971.8159301,1589386971.909494,0.0
1589386972.0471869,1589386972.1462998,1.1,1589386972.161334,1589386972.255625,1.1
1589386972.660038,1589386972.669843,1.0,1589386972.676115,1589386972.764565,1.0
1589386972.897682,1589386972.99437,0.1,1589386973.005929,1589386973.106381,0.1
1589386973.243289,1589386973.3351932,1.0,1589386973.346266,1589386973.346621,1.0
1589386973.560778,1589386973.661749,1.1,1589386973.6760151,1589386973.766695,1.1
1589386974.125664,1589386974.226306,0.0,1589386974.23279,1589386974.330351,0.1
1589386974.4642718,1589386974.566456,1.1,1589386974.5809422,1589386974.668886,0.0
1589386974.8097122,1589386974.811212,0.0,1589386974.8145301,1589386974.917127,0.0
1589386975.028276,1589386975.1321568,1.0,1589386975.143747,1589386975.235296,1.0
1589386975.580925,1589386975.6766562,0.1,1589386975.6870568,1589386975.785674,0.1
1589386975.9959419,1589386976.095166,1.1,1589386976.110759,1589386976.2000582,1.1
1589386976.342069,1589386976.441521,0.1,1589386976.453156,1589386976.5504,0.1
1589386976.6919732,1589386976.788288,0.0,1589386976.795039,1589386976.900037,0.0
1589386977.2355578,1589386977.3372748,1.0,1589386977.3483589,1589386977.441039,1.0
1589386977.573859,1589386977.670107,1.0,1589386977.680894,1589386977.783193,1.0
1589386977.909942,1589386978.008032,1.1,1589386978.023073,1589386978.113445,1.1
1589386978.25399,1589386978.351731,0.0,1589386978.359275,1589386978.464609,0.0
1589386978.799374,1589386978.9011881,0.0,1589386978.908224,1589386979.004284,0.0
1589386979.136534,1589386979.237497,0.0,1589386979.243855,1589386979.3427851,0.0
1589386979.4694889,1589386979.5662148,1.1,1589386979.581635,1589386979.6738439,1.1
1589386979.810944,1589386979.909062,1.1,1589386979.924171,1589386980.015733,1.1
1589386980.3907368,1589386980.487745,0.0,1589386980.494981,1589386980.5991669,0.0
1589386980.725031,1589386980.830614,0.1,1589386980.8416939,1589386980.93199,0.0
1589386981.070484,1589386981.164809,0.0,1589386981.171885,1589386981.177278,0.0
1589386981.386627,1589386981.4850361,0.0,1589386981.492773,1589386981.5959392,0.1
1589386981.932352,1589386982.033578,1.0,1589386982.044693,1589386982.143223,1.0
1589386982.288617,1589386982.385304,0.0,1589386982.3927412,1589386982.493132,0.0
1589386982.6354492,1589386982.7322419,1.1,1589386982.7470562,1589386982.838866,1.1
1589386982.9728792,1589386983.074975,1.1,1589386983.090007,1589386983.1800761,1.1
1589386983.524771,1589386983.626626,1.1,1589386983.6415071,1589386983.728456,1.1
1589386983.877526,1589386983.972608,0.0,1589386983.978698,1589386983.982524,0.0
1589386984.188776,1589386984.290465,1.1,1589386984.304715,1589386984.394163,1.1
1589386984.529356,1589386984.6304488,1.0,1589386984.64162,1589386984.736782,1.0
1589386985.091038,1589386985.191327,0.0,1589386985.198807,1589386985.299381,0.0
1589386985.427766,1589386985.526455,1.1,1589386985.541312,1589386985.634582,1.1
1589386985.77041,1589386985.868237,1.1,1589386985.882671,1589386985.978389,1.1
1589386986.113621,1589386986.2179031,0.1,1589386986.2276921,1589386986.319515,0.1
1589386986.6811829,1589386986.776492,1.0,1589386986.788446,1589386986.8887749,1.0
1589386987.0166001,1589386987.1136682,1.1,1589386987.1292071,1589386987.223872,1.1
1589386987.409367,1589386987.507169,1.0,1589386987.5186791,1589386987.6146119,1.0
1589386987.769461,1589386987.868852,1.0,1589386987.879498,1589386987.9767702,1.0
1589386988.33602,1589386988.4377222,1.0,1589386988.4494731,1589386988.543944,1.0
1589386988.689555,1589386988.786176,0.1,1589386988.797376,1589386988.8938172,0.1
1589386989.030735,1589386989.132127,1.0,1589386989.1440341,1589386989.240947,1.0
1589386989.3739479,1589386989.474648,1.0,1589386989.485516,1589386989.5832908,1.1
1589387248.433006,1589387248.5345962,0.0,1589387248.541595,1589387248.636547,0.0
1589387248.771144,1589387248.876904,1.0,1589387248.888302,1589387248.979116,1.0
1589387249.120362,1589387249.216249,1.0,1589387249.2273579,1589387249.3263402,1.0
1589387249.463497,1589387249.560952,1.0,1589387249.570606,1589387249.673623,1.0
1589387249.845997,1589387249.9462662,0.1,1589387249.9581351,1589387250.053926,0.1
1589387250.18946,1589387250.291532,1.0,1589387250.30204,1589387250.394392,1.0
1589387250.531265,1589387250.633187,0.0,1589387250.6399739,1589387250.741876,0.1
1589387250.869405,1589387250.966824,1.1,1589387250.982317,1589387251.074323,1.1
1589387251.249152,1589387251.3415911,0.0,1589387251.348525,1589387251.3540401,0.0
1589387251.568605,1589387251.667739,0.1,1589387251.679412,1589387251.776594,0.1
1589387251.912661,1589387252.015439,1.0,1589387252.026891,1589387252.1184158,1.0
1589387252.260118,1589387252.355544,1.1,1589387252.366729,1589387252.4699671,1.1
1589387252.658761,1589387252.756707,0.1,1589387252.767796,1589387252.8655412,0.1
1589387253.001102,1589387253.100139,1.0,1589387253.111537,1589387253.205621,1.0
1589387253.3455622,1589387253.4432142,0.0,1589387253.449847,1589387253.549213,0.0
1589387253.678643,1589387253.778975,1.1,1589387253.793982,1589387253.886501,1.1
1589387254.0590148,1589387254.160393,1.0,1589387254.1714702,1589387254.2687669,1.0
1589387254.410597,1589387254.511477,0.1,1589387254.521869,1589387254.614659,0.1
1589387254.75244,1589387254.854771,0.0,1589387254.862258,1589387254.95705,0.0
1589387255.102605,1589387255.199741,1.1,1589387255.214306,1589387255.306446,1.1
1589387255.491199,1589387255.5852349,1.1,1589387255.600245,1589387255.6980639,1.1
1589387255.835745,1589387255.9367528,0.0,1589387255.943896,1589387256.041476,1.1
1589387256.184389,1589387256.285136,0.0,1589387256.291708,1589387256.388484,0.1
1589387256.531123,1589387256.631244,0.1,1589387256.6425972,1589387256.7397141,0.1
1589387256.920613,1589387257.017041,1.0,1589387257.0288699,1589387257.123837,1.1
1589387257.257827,1589387257.3568509,1.0,1589387257.368203,1589387257.4634151,1.0
1589387257.600576,1589387257.6945658,1.1,1589387257.709451,1589387257.8113332,1.1
1589387257.9437199,1589387258.0384388,0.1,1589387258.049907,1589387258.14837,1.0
1589387258.314479,1589387258.416138,0.1,1589387258.4269178,1589387258.518911,0.0
1589387258.6538508,1589387258.751503,1.1,1589387258.766639,1589387258.85962,1.1
1589387259.0201752,1589387259.121944,1.1,1589387259.134602,1589387259.230607,1.0
1589387259.355545,1589387259.4545548,0.1,1589387259.465709,1589387259.559647,0.0
1589387259.738282,1589387259.834877,1.1,1589387259.850338,1589387259.945962,1.1
1589387260.0828469,1589387260.184851,1.1,1589387260.198955,1589387260.2876039,1.1
1589387260.4336388,1589387260.529592,1.1,1589387260.54486,1589387260.638388,1.0
1589387260.779999,1589387260.872603,0.0,1589387260.87841,1589387260.885087,0.0
1589387261.130204,1589387261.227078,1.0,1589387261.2383249,1589387261.335427,0.0
1589387261.4728,1589387261.5673668,0.1,1589387261.578898,1589387261.681419,0.1
1589387261.811473,1589387261.908051,0.0,1589387261.915573,1589387262.018454,0.0
1589387262.144927,1589387262.248967,1.1,1589387262.263417,1589387262.3496268,1.1
1589387262.526399,1589387262.625939,1.0,1589387262.637237,1589387262.7352068,1.0
1589387262.866103,1589387262.867006,1.0,1589387262.873667,1589387262.971294,1.0
1589387263.095329,1589387263.1993558,1.0,1589387263.210773,1589387263.30236,0.1
1589387263.442658,1589387263.54655,0.0,1589387263.553605,1589387263.65121,0.0
1589387263.818228,1589387263.912124,0.1,1589387263.9238982,1589387264.0228,0.1
1589387264.158088,1589387264.2475588,0.0,1589387264.254605,1589387264.260128,0.0
1589387264.474935,1589387264.57673,0.0,1589387264.583824,1589387264.6799092,0.0
1589387264.8139431,1589387264.912075,1.0,1589387264.923569,1589387265.022239,1.1
1589387265.195223,1589387265.1961138,0.1,1589387265.203659,1589387265.297933,0.1
1589387265.423985,1589387265.525708,0.1,1589387265.536569,1589387265.633323,0.1
1589387265.772724,1589387265.8606038,0.0,1589387265.8677928,1589387265.879646,0.0
1589387266.088692,1589387266.1879082,0.0,1589387266.1952891,1589387266.300239,0.0
1589387266.471126,1589387266.5700212,1.1,1589387266.584904,1589387266.676267,0.0
1589387266.8123882,1589387266.915694,1.0,1589387266.9267719,1589387267.016623,1.0
1589387267.153182,1589387267.252413,1.1,1589387267.266651,1589387267.357414,1.1
1589387267.4954638,1589387267.5968661,0.0,1589387267.603518,1589387267.703119,0.1
1589387267.868553,1589387267.9627771,1.1,1589387267.978154,1589387268.072789,1.1
1589387268.2070642,1589387268.3037,0.0,1589387268.311581,1589387268.412213,0.1
1589387268.5480902,1589387268.644864,0.1,1589387268.656697,1589387268.752107,0.1
1589387268.884126,1589387268.88498,1.1,1589387268.894336,1589387268.989902,1.1
1589387269.151445,1589387269.245559,1.0,1589387269.256688,1589387269.257227,1.0
1589387269.472419,1589387269.4774358,1.1,1589387269.486752,1589387269.575638,1.1
1589387269.7113652,1589387269.808185,1.0,1589387269.819711,1589387269.9157739,1.1
1589387270.055522,1589387270.151246,1.1,1589387270.164992,1589387270.259736,1.1
1589387270.439626,1589387270.5367832,1.1,1589387270.552713,1589387270.6433039,1.1
1589387270.781033,1589387270.882705,0.0,1589387270.889981,1589387270.9896991,0.0
1589387271.124181,1589387271.22454,0.0,1589387271.231423,1589387271.3339698,0.0
1589387271.463922,1589387271.557627,0.1,1589387271.5690591,1589387271.669034,0.1
1589387271.831213,1589387271.9329028,1.1,1589387271.948621,1589387272.036414,1.1
1589387272.1747,1589387272.276633,0.0,1589387272.282507,1589387272.384429,0.0
1589387272.516386,1589387272.617111,0.1,1589387272.627681,1589387272.721828,0.0
1589387272.854239,1589387272.957116,1.1,1589387272.972394,1589387273.059843,1.1
1589387273.230783,1589387273.332366,1.1,1589387273.347817,1589387273.438261,1.1
1589387273.5780768,1589387273.674665,0.1,1589387273.686254,1589387273.781109,0.1
1589387273.914369,1589387274.017139,0.1,1589387274.028787,1589387274.120613,0.1
1589387274.258406,1589387274.261177,1.1,1589387274.2702222,1589387274.3643498,1.1
1589387301.536587,1589387301.640179,0.1,1589387301.650561,1589387301.743542,0.1
1589387301.8998132,1589387301.996047,0.1,1589387302.00444,1589387302.10544,0.1
1589387302.25088,1589387302.347938,0.1,1589387302.3597271,1589387302.457033,0.1
1589387302.589785,1589387302.685316,1.1,1589387302.6998389,1589387302.7989151,0.1
1589387302.963941,1589387303.064686,0.1,1589387303.074603,1589387303.168511,0.1
1589387303.3061361,1589387303.408625,1.0,1589387303.420078,1589387303.513057,1.0
1589387303.65746,1589387303.7566981,1.0,1589387303.768356,1589387303.861971,1.0
1589387304.005746,1589387304.1042821,0.0,1589387304.1113741,1589387304.211713,0.0
1589387304.3820102,1589387304.4809191,0.0,1589387304.4878552,1589387304.5856059,0.0
1589387304.731413,1589387304.7318149,0.1,1589387304.739174,1589387304.834635,0.1
1589387304.9658408,1589387305.057536,0.1,1589387305.0638452,1589387305.06979,0.1
1589387305.277971,1589387305.278692,0.0,1589387305.282829,1589387305.384945,0.0
1589387305.539948,1589387305.638022,1.0,1589387305.6498291,1589387305.744179,1.0
1589387305.881553,1589387305.979649,1.1,1589387305.994427,1589387306.0858638,1.1
1589387306.22141,1589387306.320002,0.1,1589387306.331288,1589387306.427286,0.1
1589387306.5625448,1589387306.660631,1.1,1589387306.675817,1589387306.7702432,1.1
1589387306.9421709,1589387307.043844,0.1,1589387307.05543,1589387307.149132,0.1
1589387307.289288,1589387307.3906791,1.0,1589387307.4014778,1589387307.493525,1.1
1589387307.633636,1589387307.7305431,1.1,1589387307.745475,1589387307.83676,0.0
1589387307.9763782,1589387308.0750751,0.1,1589387308.086335,1589387308.18006,0.1
1589387308.351736,1589387308.451804,0.0,1589387308.458973,1589387308.556423,0.0
1589387308.689396,1589387308.792147,1.1,1589387308.807084,1589387308.899269,1.1
1589387309.0380979,1589387309.136151,1.0,1589387309.148145,1589387309.241753,1.1
1589387309.378537,1589387309.475591,1.1,1589387309.4904199,1589387309.58229,1.1
1589387309.7562518,1589387309.8581738,0.0,1589387309.8651578,1589387309.9655292,0.1
1589387310.0952451,1589387310.192109,0.1,1589387310.203609,1589387310.3051012,0.0
1589387310.435325,1589387310.534625,0.0,1589387310.542,1589387310.639866,0.1
1589387310.826764,1589387310.8275,1.0,1589387310.834435,1589387310.9303622,1.0
1589387311.0919611,1589387311.192109,1.0,1589387311.203249,1589387311.298649,0.0
1589387311.432728,1589387311.529393,0.0,1589387311.537125,1589387311.6401548,0.0
1589387311.769922,1589387311.866907,1.1,1589387311.877179,1589387311.978132,1.1
1589387312.101131,1589387312.207075,0.0,1589387312.214049,1589387312.312644,0.0
1589387312.479533,1589387312.575358,0.1,1589387312.586996,1589387312.6904,0.1
1589387312.8144178,1589387312.9203641,1.1,1589387312.9356658,1589387313.023778,1.1
1589387313.169352,1589387313.269377,0.0,1589387313.2764978,1589387313.378325,0.0
1589387313.508039,1589387313.598887,0.1,1589387313.610163,1589387313.611607,0.0
1589387313.867187,1589387313.968936,0.1,1589387313.98019,1589387314.073211,0.1
1589387314.212409,1589387314.315292,0.0,1589387314.322288,1589387314.416971,0.0
1589387314.55331,1589387314.654015,0.0,1589387314.6593778,1589387314.7606568,0.0
1589387314.8864808,1589387314.987774,0.0,1589387314.994713,1589387315.0900428,0.0
1589387315.262347,1589387315.366265,1.1,1589387315.381611,1589387315.4677398,1.1
1589387315.611309,1589387315.707387,1.1,1589387315.7220008,1589387315.816318,1.1
